employee_id,name,department,salary
209,Employee_209,HR,79974
210,Employee_210,Sales,67804
211,Employee_211,Marketing,92900
212,Employee_212,HR,65726
213,Employee_213,HR,60454
214,Employee_214,IT,78519
215,Employee_215,Finance,72488
216,Employee_216,Sales,31824
217,Employee_217,Marketing,70204
218,Employee_218,HR,90609
219,Employee_219,HR,37171
220,Employee_220,HR,34976
221,Employee_221,Marketing,85519
222,Employee_222,HR,48954
223,Employee_223,Marketing,35809
224,Employee_224,HR,77480
225,Employee_225,Sales,62502
226,Employee_226,HR,79161
227,Employee_227,IT,41609
228,Employee_228,Finance,40585
229,Employee_229,Sales,45387
230,Employee_230,IT,74174
231,Employee_231,Sales,60152
232,Employee_232,IT,85592
233,Employee_233,IT,85595
234,Employee_234,HR,70030
235,Employee_235,Finance,58850
236,Employee_236,Sales,73096
237,Employee_237,Finance,35856
238,Employee_238,Finance,97034
239,Employee_239,IT,80733
240,Employee_240,HR,77095
241,Employee_241,Marketing,31546
242,Employee_242,Sales,86413
243,Employee_243,Sales,93898
244,Employee_244,IT,98913
245,Employee_245,Marketing,64742
246,Employee_246,Marketing,36988
247,Employee_247,Sales,59212
248,Employee_248,Sales,93436
249,Employee_249,Marketing,90039
250,Employee_250,IT,54899
251,Employee_251,IT,88187
252,Employee_252,Sales,57061
253,Employee_253,HR,60301
254,Employee_254,Finance,47938
255,Employee_255,HR,34892
256,Employee_256,Marketing,49320
257,Employee_257,IT,35600
258,Employee_258,Sales,43199
259,Employee_259,IT,86500
260,Employee_260,IT,80626
261,Employee_261,IT,74789
262,Employee_262,Sales,87978
263,Employee_263,IT,48243
264,Employee_264,Sales,52890
265,Employee_265,HR,74355
266,Employee_266,IT,47014
267,Employee_267,Sales,32361
268,Employee_268,HR,96973
269,Employee_269,Marketing,79473
270,Employee_270,IT,57493
271,Employee_271,HR,88194
272,Employee_272,HR,62758
273,Employee_273,Marketing,58353
274,Employee_274,IT,40430
275,Employee_275,IT,84376
276,Employee_276,Sales,31679
277,Employee_277,HR,84359
278,Employee_278,IT,42032
279,Employee_279,HR,58371
280,Employee_280,Marketing,59644
281,Employee_281,Marketing,82156
282,Employee_282,HR,92985
283,Employee_283,Finance,66159
284,Employee_284,Sales,55034
285,Employee_285,HR,60553
286,Employee_286,HR,59915
287,Employee_287,Finance,49503
288,Employee_288,IT,96691
289,Employee_289,IT,79480
290,Employee_290,Sales,70927
291,Employee_291,IT,84736
292,Employee_292,IT,97684
293,Employee_293,Sales,41249
294,Employee_294,Sales,40198
295,Employee_295,Finance,54228
296,Employee_296,Finance,37539
297,Employee_297,HR,53741
298,Employee_298,Sales,38918
299,Employee_299,IT,76942
300,Employee_300,Sales,33675
301,Employee_301,Marketing,55137
302,Employee_302,IT,47398
303,Employee_303,HR,34311
304,Employee_304,HR,51408
305,Employee_305,Sales,91286
306,Employee_306,IT,69794
307,Employee_307,HR,86789
308,Employee_308,Finance,37428
309,Employee_309,IT,71179
310,Employee_310,HR,88917
311,Employee_311,Sales,82383
312,Employee_312,Sales,54906
313,Employee_313,Marketing,37923
314,Employee_314,HR,34428
315,Employee_315,HR,38474
316,Employee_316,IT,88587
317,Employee_317,HR,41111
318,Employee_318,IT,37503
319,Employee_319,Sales,99198
320,Employee_320,Sales,34342
321,Employee_321,Marketing,78444
322,Employee_322,Finance,56832
323,Employee_323,IT,79676
324,Employee_324,Marketing,68662
325,Employee_325,Finance,82839
326,Employee_326,HR,52413
327,Employee_327,Marketing,72724
328,Employee_328,Finance,63358
329,Employee_329,Marketing,57800
330,Employee_330,Sales,42296
331,Employee_331,HR,53016
332,Employee_332,Marketing,79478
333,Employee_333,Sales,66407
334,Employee_334,Finance,46025
335,Employee_335,Sales,62764
336,Employee_336,HR,64812
337,Employee_337,HR,47862
338,Employee_338,IT,66221
339,Employee_339,IT,93805
340,Employee_340,Sales,74158
341,Employee_341,Finance,62795
342,Employee_342,Sales,98154
343,Employee_343,IT,47458
344,Employee_344,IT,34193
345,Employee_345,Marketing,64750
346,Employee_346,Sales,60259
347,Employee_347,Sales,43326
348,Employee_348,IT,56794
349,Employee_349,Marketing,82364
350,Employee_350,Finance,63763
351,Employee_351,Marketing,58421
352,Employee_352,Finance,75833
353,Employee_353,Sales,74639
354,Employee_354,HR,66155
355,Employee_355,Sales,67197
356,Employee_356,HR,37311
357,Employee_357,HR,75618
358,Employee_358,Marketing,30875
359,Employee_359,Sales,50104
360,Employee_360,HR,61824
361,Employee_361,IT,68517
362,Employee_362,HR,38366
363,Employee_363,IT,64410
364,Employee_364,Sales,49471
365,Employee_365,IT,77909
366,Employee_366,Marketing,97409
367,Employee_367,Marketing,68844
368,Employee_368,Finance,52917
369,Employee_369,Marketing,74934
370,Employee_370,Sales,45764
371,Employee_371,IT,67773
372,Employee_372,Marketing,50847
373,Employee_373,IT,72412
374,Employee_374,Finance,57732
375,Employee_375,Finance,62721
376,Employee_376,Sales,48236
377,Employee_377,Marketing,69206
378,Employee_378,Sales,90249
379,Employee_379,Marketing,80368
380,Employee_380,HR,86643
381,Employee_381,Sales,45466
382,Employee_382,Sales,86577
383,Employee_383,Finance,64696
384,Employee_384,Marketing,37505
385,Employee_385,HR,88863
386,Employee_386,IT,67693
387,Employee_387,Marketing,97274
388,Employee_388,Marketing,81362
389,Employee_389,HR,75121
390,Employee_390,IT,91791
391,Employee_391,Sales,36780
392,Employee_392,IT,67927
393,Employee_393,HR,89209
394,Employee_394,IT,89878
395,Employee_395,Marketing,43091
396,Employee_396,IT,39491
397,Employee_397,IT,57004
398,Employee_398,IT,55183
399,Employee_399,Finance,63577
400,Employee_400,Marketing,81603
401,Employee_401,Marketing,76443
402,Employee_402,Sales,84480
403,Employee_403,Sales,81585
404,Employee_404,Finance,42219
405,Employee_405,Finance,66021
406,Employee_406,Finance,75175
407,Employee_407,IT,31659
408,Employee_408,IT,62490
409,Employee_409,Marketing,38750
410,Employee_410,Sales,44300
411,Employee_411,HR,46080
412,Employee_412,Sales,43018
413,Employee_413,HR,93576
414,Employee_414,IT,67131
415,Employee_415,Marketing,57730
416,Employee_416,Finance,58026
417,Employee_417,Sales,71933
418,Employee_418,Marketing,75247
419,Employee_419,Marketing,50086
420,Employee_420,IT,78007
421,Employee_421,Sales,58105
422,Employee_422,HR,81733
423,Employee_423,Marketing,54747
424,Employee_424,Marketing,83720
425,Employee_425,Finance,47230
426,Employee_426,Marketing,60437
427,Employee_427,Finance,98102
428,Employee_428,Finance,69626
429,Employee_429,IT,43767
430,Employee_430,HR,67306
431,Employee_431,HR,88594
432,Employee_432,Sales,52077
433,Employee_433,Finance,31703
434,Employee_434,IT,70113
435,Employee_435,Marketing,96217
436,Employee_436,Finance,32477
437,Employee_437,Sales,81937
438,Employee_438,Sales,91534
439,Employee_439,Finance,63597
440,Employee_440,Finance,45842
441,Employee_441,Marketing,37966
442,Employee_442,IT,32539
443,Employee_443,HR,71207
444,Employee_444,Sales,38316
445,Employee_445,HR,34106
446,Employee_446,Marketing,52314
447,Employee_447,Finance,49788
448,Employee_448,IT,34080
449,Employee_449,HR,31192
450,Employee_450,IT,55120
451,Employee_451,Marketing,42754
452,Employee_452,Finance,67056
453,Employee_453,HR,99462
454,Employee_454,IT,66624
455,Employee_455,IT,91864
456,Employee_456,Finance,38717
457,Employee_457,IT,78865
458,Employee_458,IT,75889
459,Employee_459,IT,70804
460,Employee_460,Finance,50709
461,Employee_461,Marketing,97178
462,Employee_462,IT,88609
463,Employee_463,Sales,38897
464,Employee_464,HR,52335
465,Employee_465,Marketing,53428
466,Employee_466,Marketing,61913
467,Employee_467,Marketing,65783
468,Employee_468,HR,99896
469,Employee_469,Finance,55865
470,Employee_470,Marketing,34983
471,Employee_471,HR,40522
472,Employee_472,Finance,45860
473,Employee_473,HR,37623
474,Employee_474,Finance,64684
475,Employee_475,Marketing,38412
476,Employee_476,Marketing,62359
477,Employee_477,Marketing,34759
478,Employee_478,IT,49367
479,Employee_479,Sales,88499
480,Employee_480,Marketing,93178
481,Employee_481,HR,85861
482,Employee_482,IT,59667
483,Employee_483,Sales,81717
484,Employee_484,Finance,81827
485,Employee_485,Marketing,79104
486,Employee_486,Finance,69754
487,Employee_487,HR,91000
488,Employee_488,HR,74294
489,Employee_489,Marketing,86902
490,Employee_490,Marketing,93987
491,Employee_491,Marketing,30022
492,Employee_492,Sales,76714
493,Employee_493,Sales,83600
494,Employee_494,Marketing,62799
495,Employee_495,Finance,45285
496,Employee_496,HR,84998
497,Employee_497,Finance,71298
498,Employee_498,IT,82972
499,Employee_499,Finance,76246
500,Employee_500,Marketing,97443
501,Employee_501,Marketing,97699
502,Employee_502,HR,80996
503,Employee_503,HR,67748
504,Employee_504,Finance,64657
505,Employee_505,IT,83994
506,Employee_506,IT,67267
507,Employee_507,IT,44563
508,Employee_508,Finance,76096
509,Employee_509,Marketing,71758
510,Employee_510,Finance,37389
511,Employee_511,HR,65273
512,Employee_512,HR,75385
513,Employee_513,Finance,69498
514,Employee_514,Sales,38141
515,Employee_515,HR,37883
516,Employee_516,Marketing,56491
517,Employee_517,Finance,62723
518,Employee_518,Sales,30973
519,Employee_519,HR,67724
520,Employee_520,Finance,92019
521,Employee_521,HR,84095
522,Employee_522,HR,42919
523,Employee_523,Marketing,50600
524,Employee_524,Sales,53559
525,Employee_525,IT,45901
526,Employee_526,IT,77298
527,Employee_527,Sales,89549
528,Employee_528,Sales,57424
529,Employee_529,IT,36166
530,Employee_530,HR,50519
531,Employee_531,Marketing,49840
532,Employee_532,HR,72128
533,Employee_533,Finance,65301
534,Employee_534,HR,51347
535,Employee_535,Finance,84074
536,Employee_536,Finance,61420
537,Employee_537,Marketing,69482
538,Employee_538,HR,50346
539,Employee_539,HR,42885
540,Employee_540,Finance,79347
541,Employee_541,HR,79554
542,Employee_542,IT,52482
543,Employee_543,Finance,89485
544,Employee_544,HR,45213
545,Employee_545,HR,33529
546,Employee_546,Sales,35969
547,Employee_547,Marketing,85151
548,Employee_548,Sales,91260
549,Employee_549,Sales,73525
550,Employee_550,Finance,43543
551,Employee_551,Finance,85699
552,Employee_552,Finance,47223
553,Employee_553,Marketing,96527
554,Employee_554,Marketing,71399
555,Employee_555,Marketing,96964
556,Employee_556,Sales,42872
557,Employee_557,HR,91336
558,Employee_558,Sales,41693
559,Employee_559,HR,48238
560,Employee_560,Sales,39449
561,Employee_561,HR,66641
562,Employee_562,IT,54858
563,Employee_563,HR,87657
564,Employee_564,Sales,68006
565,Employee_565,HR,88489
566,Employee_566,IT,50802
567,Employee_567,Finance,52116
568,Employee_568,Sales,93092
569,Employee_569,Marketing,42529
570,Employee_570,HR,55793
571,Employee_571,Sales,74759
572,Employee_572,Finance,76412
573,Employee_573,HR,66433
574,Employee_574,Sales,76647
575,Employee_575,Marketing,91743
576,Employee_576,Finance,43256
577,Employee_577,IT,53333
578,Employee_578,HR,42000
579,Employee_579,Finance,74774
580,Employee_580,Finance,46622
581,Employee_581,Sales,52511
582,Employee_582,HR,90327
583,Employee_583,Marketing,89500
584,Employee_584,Finance,66828
585,Employee_585,HR,92881
586,Employee_586,Sales,44446
587,Employee_587,Sales,87293
588,Employee_588,Marketing,73701
589,Employee_589,HR,94506
590,Employee_590,IT,65398
591,Employee_591,Finance,48505
592,Employee_592,Finance,61489
593,Employee_593,HR,67045
594,Employee_594,Finance,50670
595,Employee_595,HR,89493
596,Employee_596,Marketing,64399
597,Employee_597,IT,31069
598,Employee_598,Marketing,61612
599,Employee_599,HR,43863
600,Employee_600,Finance,95583
601,Employee_601,Finance,54703
602,Employee_602,HR,58540
603,Employee_603,IT,88335
604,Employee_604,Finance,36170
605,Employee_605,HR,64349
606,Employee_606,Finance,62113
607,Employee_607,IT,72814
608,Employee_608,HR,54323
609,Employee_609,Sales,94575
610,Employee_610,Finance,35329
611,Employee_611,Finance,97605
612,Employee_612,IT,49450
613,Employee_613,HR,96120
614,Employee_614,Marketing,39623
615,Employee_615,IT,79124
616,Employee_616,Sales,32866
617,Employee_617,Finance,53909
618,Employee_618,Sales,33431
619,Employee_619,HR,56781
620,Employee_620,Sales,55385
621,Employee_621,HR,46305
622,Employee_622,Finance,89400
623,Employee_623,HR,38796
624,Employee_624,Marketing,50958
625,Employee_625,Finance,91041
626,Employee_626,HR,93245
627,Employee_627,Marketing,70187
628,Employee_628,Sales,31219
629,Employee_629,HR,51453
630,Employee_630,Sales,42863
631,Employee_631,Finance,97746
632,Employee_632,Finance,60925
633,Employee_633,HR,34896
634,Employee_634,Sales,99897
635,Employee_635,IT,78511
636,Employee_636,Finance,96690
637,Employee_637,Finance,77142
638,Employee_638,Marketing,96657
639,Employee_639,IT,82461
640,Employee_640,Sales,71172
641,Employee_641,Marketing,40405
642,Employee_642,Marketing,88228
643,Employee_643,Sales,37376
644,Employee_644,Marketing,52809
645,Employee_645,Marketing,33734
646,Employee_646,IT,94194
647,Employee_647,Finance,50504
648,Employee_648,Finance,38181
649,Employee_649,IT,96156
650,Employee_650,Finance,92374
651,Employee_651,Finance,51479
652,Employee_652,Sales,85011
653,Employee_653,Marketing,72682
654,Employee_654,HR,57853
655,Employee_655,Sales,31086
656,Employee_656,Marketing,66030
657,Employee_657,Sales,90072
658,Employee_658,Finance,52852
659,Employee_659,Finance,63486
660,Employee_660,Sales,81137
661,Employee_661,Finance,43570
662,Employee_662,HR,97995
663,Employee_663,Marketing,99182
664,Employee_664,HR,78292
665,Employee_665,IT,43614
666,Employee_666,Sales,68560
667,Employee_667,IT,89459
668,Employee_668,Finance,35284
669,Employee_669,Marketing,61462
670,Employee_670,HR,76146
671,Employee_671,Marketing,60374
672,Employee_672,Finance,50043
673,Employee_673,Marketing,68110
674,Employee_674,IT,77035
675,Employee_675,Finance,51101
676,Employee_676,HR,65365
677,Employee_677,HR,32076
678,Employee_678,HR,60416
679,Employee_679,IT,84392
680,Employee_680,HR,70710
681,Employee_681,IT,91045
682,Employee_682,Marketing,78839
683,Employee_683,HR,47023
684,Employee_684,HR,87850
685,Employee_685,Marketing,31802
686,Employee_686,HR,76669
687,Employee_687,IT,36989
688,Employee_688,Sales,43690
689,Employee_689,Marketing,47495
690,Employee_690,Finance,97792
691,Employee_691,Sales,36628
692,Employee_692,Finance,55527
693,Employee_693,Marketing,34053
694,Employee_694,Marketing,77936
695,Employee_695,Sales,83901
696,Employee_696,IT,63666
697,Employee_697,IT,91474
698,Employee_698,Marketing,94553
699,Employee_699,Finance,53159
700,Employee_700,HR,72588
701,Employee_701,Finance,64006
702,Employee_702,IT,79772
703,Employee_703,IT,46425
704,Employee_704,IT,73376
705,Employee_705,Marketing,46669
706,Employee_706,Sales,64067
707,Employee_707,Finance,30162
708,Employee_708,Finance,79576
709,Employee_709,Sales,56742
710,Employee_710,Sales,49839
711,Employee_711,Marketing,54872
712,Employee_712,HR,87928
713,Employee_713,HR,96323
714,Employee_714,Finance,96314
715,Employee_715,Finance,94915
716,Employee_716,Finance,59766
717,Employee_717,IT,94252
718,Employee_718,Finance,63029
719,Employee_719,Marketing,56154
720,Employee_720,HR,31848
721,Employee_721,Finance,57415
722,Employee_722,IT,68796
723,Employee_723,Sales,53873
724,Employee_724,Marketing,38475
725,Employee_725,Marketing,71621
726,Employee_726,Finance,47073
727,Employee_727,IT,96332
728,Employee_728,Marketing,74161
729,Employee_729,Finance,59020
730,Employee_730,Marketing,49844
731,Employee_731,Marketing,90822
732,Employee_732,Marketing,61299
733,Employee_733,Finance,53103
734,Employee_734,Sales,74853
735,Employee_735,Finance,44622
736,Employee_736,Finance,42600
737,Employee_737,HR,98077
738,Employee_738,Finance,97044
739,Employee_739,Finance,76521
740,Employee_740,Sales,68441
741,Employee_741,IT,98085
742,Employee_742,Finance,53732
743,Employee_743,Marketing,77398
744,Employee_744,Marketing,60444
745,Employee_745,Marketing,75049
746,Employee_746,IT,67300
747,Employee_747,Sales,42007
748,Employee_748,HR,33762
749,Employee_749,HR,30636
750,Employee_750,IT,51441
751,Employee_751,HR,88170
752,Employee_752,Marketing,30933
753,Employee_753,Finance,76924
754,Employee_754,IT,80535
755,Employee_755,Marketing,40354
756,Employee_756,Finance,63691
757,Employee_757,Marketing,91552
758,Employee_758,Marketing,48068
759,Employee_759,Finance,44333
760,Employee_760,HR,60041
761,Employee_761,Finance,73604
762,Employee_762,IT,61580
763,Employee_763,HR,32221
764,Employee_764,Sales,46982
765,Employee_765,IT,49509
766,Employee_766,IT,44196
767,Employee_767,IT,52156
768,Employee_768,HR,92584
769,Employee_769,Marketing,71122
770,Employee_770,IT,69071
771,Employee_771,Finance,78913
772,Employee_772,HR,92049
773,Employee_773,Sales,50185
774,Employee_774,Finance,49215
775,Employee_775,Sales,83088
776,Employee_776,Finance,99551
777,Employee_777,Finance,72156
778,Employee_778,Finance,36928
779,Employee_779,Finance,67479
780,Employee_780,IT,87746
781,Employee_781,Finance,94482
782,Employee_782,Sales,92506
783,Employee_783,Finance,45198
784,Employee_784,IT,80433
785,Employee_785,Marketing,99285
786,Employee_786,Marketing,34835
787,Employee_787,HR,58161
788,Employee_788,Marketing,34016
789,Employee_789,IT,41334
790,Employee_790,Sales,36271
791,Employee_791,Marketing,50029
792,Employee_792,Finance,81852
793,Employee_793,IT,44109
794,Employee_794,HR,83379
795,Employee_795,HR,39242
796,Employee_796,Marketing,41241
797,Employee_797,Finance,85672
798,Employee_798,Marketing,88556
799,Employee_799,HR,36714
800,Employee_800,Sales,75401
801,Employee_801,Finance,82265
802,Employee_802,HR,85409
803,Employee_803,Sales,42275
804,Employee_804,HR,62166
805,Employee_805,Marketing,68369
806,Employee_806,HR,70576
807,Employee_807,Marketing,48184
808,Employee_808,Finance,60754
809,Employee_809,HR,36074
810,Employee_810,Sales,31397
811,Employee_811,Marketing,68394
812,Employee_812,Marketing,70951
813,Employee_813,IT,31171
814,Employee_814,Marketing,50089
815,Employee_815,Sales,70368
816,Employee_816,Sales,52066
817,Employee_817,HR,48412
818,Employee_818,HR,68362
819,Employee_819,HR,55400
820,Employee_820,Sales,83815
821,Employee_821,Sales,77401
822,Employee_822,Sales,78868
823,Employee_823,Finance,91513
824,Employee_824,HR,44945
825,Employee_825,Finance,36151
826,Employee_826,HR,43259
827,Employee_827,Sales,33435
828,Employee_828,Sales,80417
829,Employee_829,HR,64478
830,Employee_830,HR,47881
831,Employee_831,IT,43059
832,Employee_832,HR,47065
833,Employee_833,HR,46428
834,Employee_834,Finance,70093
835,Employee_835,Sales,34815
836,Employee_836,IT,57874
837,Employee_837,IT,47070
838,Employee_838,Sales,34460
839,Employee_839,Sales,36651
840,Employee_840,Finance,88505
841,Employee_841,IT,46403
842,Employee_842,Finance,62172
843,Employee_843,Finance,74877
844,Employee_844,Marketing,63877
845,Employee_845,IT,90818
846,Employee_846,HR,97448
847,Employee_847,IT,57927
848,Employee_848,Sales,99318
849,Employee_849,Finance,46980
850,Employee_850,Finance,39818
851,Employee_851,IT,49058
852,Employee_852,Marketing,50465
853,Employee_853,Sales,86587
854,Employee_854,Sales,50372
855,Employee_855,IT,77605
856,Employee_856,Finance,60180
857,Employee_857,Finance,61389
858,Employee_858,Finance,37360
859,Employee_859,HR,48155
860,Employee_860,HR,86005
861,Employee_861,HR,51790
862,Employee_862,Marketing,31333
863,Employee_863,Sales,94523
864,Employee_864,HR,62272
865,Employee_865,Sales,59304
866,Employee_866,IT,40429
867,Employee_867,HR,70566
868,Employee_868,IT,47370
869,Employee_869,HR,83830
870,Employee_870,Marketing,83966
871,Employee_871,HR,83819
872,Employee_872,IT,99355
873,Employee_873,Sales,89929
874,Employee_874,Finance,99264
875,Employee_875,IT,89290
876,Employee_876,Sales,33536
877,Employee_877,IT,43514
878,Employee_878,Finance,57845
879,Employee_879,HR,84953
880,Employee_880,IT,64689
881,Employee_881,Sales,59924
882,Employee_882,Finance,40223
883,Employee_883,HR,32119
884,Employee_884,IT,35787
885,Employee_885,HR,53321
886,Employee_886,Marketing,93941
887,Employee_887,IT,91408
888,Employee_888,HR,69302
889,Employee_889,Marketing,83633
890,Employee_890,IT,43184
891,Employee_891,Marketing,73661
892,Employee_892,Finance,73663
893,Employee_893,Finance,34297
894,Employee_894,Sales,62936
895,Employee_895,Finance,30184
896,Employee_896,HR,75074
897,Employee_897,Finance,55257
898,Employee_898,Finance,66745
899,Employee_899,Sales,31762
900,Employee_900,Sales,39656
901,Employee_901,Sales,32764
902,Employee_902,IT,38470
903,Employee_903,IT,84422
904,Employee_904,Marketing,79468
905,Employee_905,Sales,54267
906,Employee_906,Sales,78132
907,Employee_907,Finance,35836
908,Employee_908,Marketing,40125
909,Employee_909,Sales,72032
910,Employee_910,Marketing,76419
911,Employee_911,IT,44858
912,Employee_912,Marketing,96906
913,Employee_913,Sales,53091
914,Employee_914,HR,43413
915,Employee_915,Finance,57749
916,Employee_916,HR,55098
917,Employee_917,Marketing,49323
918,Employee_918,Marketing,78817
919,Employee_919,Marketing,50792
920,Employee_920,Finance,58872
921,Employee_921,IT,82196
922,Employee_922,IT,53252
923,Employee_923,Marketing,72960
924,Employee_924,Marketing,54088
925,Employee_925,Sales,59584
926,Employee_926,HR,43170
927,Employee_927,IT,48233
928,Employee_928,Finance,40027
929,Employee_929,Finance,56204
930,Employee_930,HR,76653
931,Employee_931,Finance,46461
932,Employee_932,IT,71972
933,Employee_933,HR,48131
934,Employee_934,IT,69320
935,Employee_935,HR,39128
936,Employee_936,HR,63738
937,Employee_937,Marketing,85733
938,Employee_938,HR,34197
939,Employee_939,Sales,77886
940,Employee_940,HR,45992
941,Employee_941,Marketing,54087
942,Employee_942,Marketing,72827
943,Employee_943,Marketing,54644
944,Employee_944,Sales,74716
